Volaris Group,discontinue sales and support to Russia,Information Technology,Canada
Volfas Engelman,suspend investment and withdraw from Russian market,Consumer Staples,Lithuania
Waitrose,remove products from Russia,Consumer Staples,United Kingdom
Walker's Shortbread,cancel all future orders to Russia,Consumer Staples,United Kingdom
Wargaming,close operations; transfer of some business,Consumer Discretionary,Belarus
Wear Medicine,terminate cooperation with Russian partners,Consumer Discretionary,Poland
Weir Group,wind down Russian business in 2022,Industrials,United Kingdom
WePlay,terminate all Russian operations,Consumer Discretionary,United States
WeWork,planning divestment of Russian operations,Real Estate,United States
Wex Inc.,ending relationship with Lukoil and subsidiaries,Information Technology,United States
White & Case,wind down Russian operations,Industrials,United States
Willis Towers Watson,fully exit Russia and transfer ownership to local management,Financials,United Kingdom
Winston & Strawn,close Russian office,Industrials,United States
Women's Tennis Association,suspend Russian partnerships,NGO,United States
World Athletics Council,ban on all Russian competition,NGO,United States
World Boxing Association,ban on all Russian competition,NGO,Panama
World Boxing Organization,ban on all Russian competition,NGO,United States
World Rowing Federation,ban on all Russian competition,NGO,United States
World Rugby Union,ban on all Russian competition,NGO,Ireland
WPP PLC,leave Russia,Communication Services,United Kingdom
YIT,exits Russia projects,Industrials,Finland
Zurich Insurance Group,sell Russian business to local team and exit market,Financials,Switzerland
